code_prefix,name,id,parent_id:id
61132,Returmable Containers,azkatech_gaccount_lb_630,azkatech_gaccount_lb_451
61133,Other Containers,azkatech_gaccount_lb_631,azkatech_gaccount_lb_451
61181,Transport & Freight,azkatech_gaccount_lb_632,azkatech_gaccount_lb_453
61182,Commissions & Brokerage,azkatech_gaccount_lb_633,azkatech_gaccount_lb_453
61183,Insurance on freight,azkatech_gaccount_lb_634,azkatech_gaccount_lb_453
61184,Clearing Charges,azkatech_gaccount_lb_635,azkatech_gaccount_lb_453
61185,Customs Charges,azkatech_gaccount_lb_636,azkatech_gaccount_lb_453
62611,Transportation of Goods,azkatech_gaccount_lb_637,azkatech_gaccount_lb_467
62612,Personnel Collectice Transportation,azkatech_gaccount_lb_638,azkatech_gaccount_lb_467
62615,"Postage,telephone,& telecommunications",azkatech_gaccount_lb_639,azkatech_gaccount_lb_467
62621,Maintenance & Repairs,azkatech_gaccount_lb_640,azkatech_gaccount_lb_468
62622,Maintenance & Repairs Vehiculs,azkatech_gaccount_lb_641,azkatech_gaccount_lb_468
62631,Rent ,azkatech_gaccount_lb_642,azkatech_gaccount_lb_469
62632,Other Related Charges,azkatech_gaccount_lb_643,azkatech_gaccount_lb_469
62641,Entertainment,azkatech_gaccount_lb_644,azkatech_gaccount_lb_470
62642,Travel & Transport,azkatech_gaccount_lb_645,azkatech_gaccount_lb_470
62644,Travel,azkatech_gaccount_lb_646,azkatech_gaccount_lb_470
62651,Temperory Personnel,azkatech_gaccount_lb_647,azkatech_gaccount_lb_471
62652,Agents Commission,azkatech_gaccount_lb_648,azkatech_gaccount_lb_471
62653,Lawyer Fees,azkatech_gaccount_lb_649,azkatech_gaccount_lb_471
62654,Audit Fees,azkatech_gaccount_lb_650,azkatech_gaccount_lb_471
62655,Legal Fees,azkatech_gaccount_lb_651,azkatech_gaccount_lb_471
62661,Training & Development,azkatech_gaccount_lb_652,azkatech_gaccount_lb_472
62662,Documentations,azkatech_gaccount_lb_653,azkatech_gaccount_lb_472
62671,Software Fees,azkatech_gaccount_lb_654,azkatech_gaccount_lb_473
62691,Medical Care,azkatech_gaccount_lb_655,azkatech_gaccount_lb_475
62692,Financial Fees & Expenses(on securities & Notes),azkatech_gaccount_lb_656,azkatech_gaccount_lb_475
62693,Publicity,azkatech_gaccount_lb_657,azkatech_gaccount_lb_475
62694,Laboratory Charges,azkatech_gaccount_lb_658,azkatech_gaccount_lb_475
62699,Other External Services,azkatech_gaccount_lb_659,azkatech_gaccount_lb_475
64531,Fiscal Stamps,azkatech_gaccount_lb_660,azkatech_gaccount_lb_493
64643,Personnel Meals,azkatech_gaccount_lb_661,azkatech_gaccount_lb_494
68511,Donations,azkatech_gaccount_lb_662,azkatech_gaccount_lb_522
68512,Subsidies Granted,azkatech_gaccount_lb_663,azkatech_gaccount_lb_522
68513,Fines & Penalties,azkatech_gaccount_lb_664,azkatech_gaccount_lb_522
68514,Penalties on Contracts,azkatech_gaccount_lb_665,azkatech_gaccount_lb_522
68515,Irrecoverable Receivables,azkatech_gaccount_lb_666,azkatech_gaccount_lb_522
68516,Other Administrative Operations,azkatech_gaccount_lb_667,azkatech_gaccount_lb_522
68551,Price Indexing,azkatech_gaccount_lb_668,azkatech_gaccount_lb_524
68552,Reinbursement Allowances,azkatech_gaccount_lb_669,azkatech_gaccount_lb_524
68553,Purchases of the company Own Shares & Notes,azkatech_gaccount_lb_670,azkatech_gaccount_lb_524
70181,Income Freight,azkatech_gaccount_lb_671,azkatech_gaccount_lb_533
70182,Income Commission,azkatech_gaccount_lb_672,azkatech_gaccount_lb_533
70183,Income Insurance,azkatech_gaccount_lb_673,azkatech_gaccount_lb_533
70184,Income Clearing,azkatech_gaccount_lb_674,azkatech_gaccount_lb_533
70185,Income Duty,azkatech_gaccount_lb_675,azkatech_gaccount_lb_533
70187,Income Maint.& Rep.,azkatech_gaccount_lb_676,azkatech_gaccount_lb_533
44211,VAT Out Stock,azkatech_gaccount_lb_693,azkatech_gaccount_lb_380
44212,VAT Out Expenses,azkatech_gaccount_lb_694,azkatech_gaccount_lb_380
62695,Electricity Expenses,azkatech_gaccount_lb_699,azkatech_gaccount_lb_475
62698,Other Income and Expenses,azkatech_gaccount_lb_700,azkatech_gaccount_lb_475
442101,VAT out from Purchases (GR: S1),azkatech_gaccount_lb_677,azkatech_gaccount_lb_600
442102,VAT out from Purchases (GR: T),azkatech_gaccount_lb_678,azkatech_gaccount_lb_600
442701,VAT In from Sales (GR: C),azkatech_gaccount_lb_679,azkatech_gaccount_lb_604
442702,VAT In from Sales (GR: CS),azkatech_gaccount_lb_680,azkatech_gaccount_lb_604
601891,Others Expenses,azkatech_gaccount_lb_681,azkatech_gaccount_lb_617
601892,Others Expenses,azkatech_gaccount_lb_682,azkatech_gaccount_lb_617
6018911,Handling Charges,azkatech_gaccount_lb_683,azkatech_gaccount_lb_681
6018912,Industrial Research,azkatech_gaccount_lb_684,azkatech_gaccount_lb_681
6018913,Delivery Order,azkatech_gaccount_lb_685,azkatech_gaccount_lb_681
6018914,Stamps,azkatech_gaccount_lb_686,azkatech_gaccount_lb_681
6018915,Demurrage,azkatech_gaccount_lb_687,azkatech_gaccount_lb_681
6018916,Overtime,azkatech_gaccount_lb_688,azkatech_gaccount_lb_681
6018917,Transport,azkatech_gaccount_lb_689,azkatech_gaccount_lb_681
6018918,PACKING & EMBALLAGE,azkatech_gaccount_lb_690,azkatech_gaccount_lb_681
6018919,Others Add.Charges,azkatech_gaccount_lb_691,azkatech_gaccount_lb_681
6018921,Electricity Port Charges,azkatech_gaccount_lb_692,azkatech_gaccount_lb_682
